state,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,clv
SC,99,No,No,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,880.6934903499341
AK,78,,No,0,225.1,67,,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,719.3233026051809
MN,101,No,No,0,183.9,115,31.26,255.9,101,21.75,275.0,145,12.38,10.8,11,2.92,1,1128.36169860017
IL,44,No,Yes,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14.0,7,3.78,0,817.7795639916307
IN,98,No,Yes,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0.0,0,0.0,2,673.8961512023322
SC,64,No,Yes,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,574.8666410747047
WI,81,No,Yes,33,161.6,117,27.47,123.0,90,10.46,261.3,101,11.76,12.2,5,3.29,1,649.8333656442262
VT,162,No,No,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,761.0409070935858
AZ,83,No,Yes,41,155.9,122,,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,687.6417011226134
AR,179,,Yes,38,220.1,78,,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4,989.2784828489732
AR,79,No,No,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,819.6874710205631
AK,117,No,No,0,181.5,95,,205.1,88,17.43,204.0,82,9.18,14.7,9,3.97,2,924.8187382561508
ME,31,No,No,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,530.3235109816392
NM,122,No,Yes,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,976.664292805414
NE,37,Yes,Yes,39,149.7,122,,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,1107.806599895484
SC,90,No,Yes,29,150.1,109,,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,1125.220675677743
OH,39,No,Yes,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12.0,5,3.24,1,1072.5079956694071
OK,194,No,No,0,162.3,88,,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,950.0867945563654
NC,112,No,No,0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4,1088.783909302531
MD,45,No,No,0,78.2,127,,253.4,108,21.54,255.0,100,11.48,18.0,3,4.86,1,1057.155824954559
KS,132,No,No,0,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1,1046.028010258132
MA,128,,No,0,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,16.0,2,4.32,0,977.3998365689708
NM,56,No,No,0,197.0,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,2,1095.08710432565
NY,32,,No,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4.0,2,797.0843291000324
AZ,90,No,No,0,179.2,77,,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,2,528.8489848470771
DC,138,No,No,0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,802.7487542420903
ND,79,No,No,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,1281.325961139019
KS,127,No,No,0,221.0,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,705.7984613181925
SD,137,,No,0,242.1,118,41.16,191.0,93,16.24,218.6,50,9.84,14.7,2,3.97,3,808.6154148203152
OK,97,,No,0,151.6,107,25.77,155.4,96,13.21,240.0,112,10.8,14.7,4,3.97,1,728.5372842735367
OR,149,Yes,No,0,176.2,87,,145.0,81,12.33,249.5,92,11.23,5.7,4,1.54,0,634.5401373406241
IN,117,Yes,Yes,22,196.0,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1.0,1,1093.29179260051
OH,84,No,No,0,159.5,125,27.12,247.1,90,21.0,187.9,82,8.46,7.2,4,1.94,2,346.91393163247164
KS,137,No,No,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,901.2329428017599
CT,99,No,No,0,146.7,64,,274.0,99,23.29,321.3,98,14.46,8.9,1,2.4,3,982.9714649107916
WI,85,,No,0,102.0,95,,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,1114.014606895296
MS,150,No,No,0,126.0,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,925.3107947063902
WV,43,No,No,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3.0,1,1041.367640652381
MD,98,No,No,0,206.5,92,,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,843.1873880552944
PA,112,No,No,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,755.9100335757477
TN,98,No,Yes,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,636.42206724478
IL,84,No,No,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,719.4237146662584
GA,98,No,Yes,31,121.0,105,,218.9,98,18.61,226.7,110,10.2,12.0,1,3.24,1,617.1089897621027
ID,74,No,No,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,641.7407802835203
KY,119,No,No,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,878.0884919633365
OH,73,No,No,0,183.4,80,31.18,242.0,115,20.57,201.4,100,9.06,7.5,3,2.03,4,815.6099177368428
WI,92,Yes,No,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,972.0837483864098
IL,21,No,No,0,146.0,78,,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,683.335350085339
RI,133,Yes,No,0,127.3,108,21.64,251.3,81,21.36,135.0,88,6.08,10.3,3,2.78,1,850.9765874944928
TX,145,No,No,0,187.9,110,31.94,197.0,117,16.75,167.0,108,7.52,4.8,4,1.3,2,831.8807204246733
OR,25,No,No,0,178.8,90,30.4,141.2,72,12.0,203.0,99,9.14,8.4,5,2.27,2,723.3229123810884
MS,126,No,No,0,256.5,112,,199.5,90,16.96,188.3,122,8.47,7.0,5,1.89,3,772.2584370368719
OR,76,No,No,0,169.5,77,28.82,124.0,87,10.54,219.4,92,9.87,10.0,3,2.7,0,492.2697728319037
SD,128,,Yes,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16.0,6,4.32,1,613.4547133395874
NM,141,No,Yes,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,979.1221201988662
MN,51,No,No,0,259.9,114,,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,651.3441488009804
NJ,100,No,No,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,1086.211159021658
IN,96,,Yes,45,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,664.0531812779072
ME,163,No,No,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,642.0989456278413
NH,67,No,Yes,40,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,1,756.0114954707883
OR,49,No,No,0,119.4,69,,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,868.3115787759903
NE,148,No,No,0,178.3,98,30.31,282.6,110,24.02,181.0,98,8.15,11.4,4,3.08,1,278.62116557152353
MI,112,No,No,0,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,1,816.9854551274893
SC,78,No,No,0,155.0,106,26.35,175.3,101,14.9,155.6,125,7.0,11.8,5,3.19,2,943.076087654832
PA,61,No,Yes,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0,1105.717387999328
MT,58,No,Yes,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,821.2103580843385
NM,155,No,No,0,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8.0,3,2.16,1,1104.897184665427
WY,113,No,No,0,155.0,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,1,1232.846557054286
AR,135,No,Yes,27,273.4,141,46.48,154.0,99,13.09,245.8,112,11.06,12.3,6,3.32,1,1017.0740051093061
FL,99,,No,0,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,0,974.2927348718756
AR,59,No,Yes,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,1001.570330620715
MO,135,No,No,0,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,1,886.05203199356
WI,85,Yes,No,0,165.4,107,28.12,196.0,126,16.66,349.2,110,15.71,9.6,7,2.59,2,943.736250232586
TX,88,,No,0,138.3,116,23.51,236.0,138,20.06,179.1,110,8.06,9.6,4,2.59,3,975.0364796742592
NM,55,No,No,0,286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86,2,903.3195370644679
GA,75,No,No,0,117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29,1,751.1036322443083
KS,86,No,Yes,23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,952.8903643010235
KY,54,No,No,0,159.8,99,27.17,264.0,64,22.44,115.7,70,5.21,9.7,7,2.62,2,900.5706638683209
DC,11,No,Yes,28,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6.0,3,1.62,3,873.5186561917373
WA,109,No,No,0,184.0,120,31.28,120.4,119,10.23,153.7,86,6.92,11.0,3,2.97,0,773.9130529348062
UT,90,No,No,0,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1,859.286263876875
NV,91,No,No,0,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,740.0966539687319
ND,105,No,Yes,23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,922.559066185876
MD,112,No,No,0,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1,850.9896076734456
AL,41,No,Yes,34,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64,2,1040.350814694721
NE,44,No,No,0,240.3,146,,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,1,836.4537051813028
NV,78,No,No,0,75.0,116,12.75,248.7,87,21.14,176.0,83,7.92,9.5,6,2.57,3,938.2659424292516
IL,149,No,No,0,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,746.7329180035028
AR,74,No,No,0,148.5,111,,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3,773.4760182433495
UT,50,No,No,0,258.1,106,,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,1,612.2371266100263
GA,141,No,Yes,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,955.2122685866514
AZ,140,No,No,0,149.8,134,,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,758.8294732977997
ID,99,No,No,0,190.4,102,,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2,899.8917157711342
HI,166,No,No,0,181.4,108,,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,1,895.1526784932878
MD,74,No,No,0,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,815.7009459226497
GA,117,No,No,0,149.9,95,,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,738.4980666643105
GA,85,No,No,0,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11.0,2,2.97,3,434.1816433484029
UT,36,No,Yes,16,149.4,111,,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,0,525.3528981854961
IN,76,No,No,0,204.2,100,34.71,292.6,139,24.87,244.3,105,10.99,10.5,2,2.84,0,1082.424603615581
VT,165,No,No,0,242.9,126,41.29,209.8,65,17.83,228.4,126,10.28,0.0,0,0.0,1,983.3394398225439
IA,130,No,No,0,150.4,119,25.57,230.5,99,19.59,186.3,76,8.38,12.3,4,3.32,1,811.6292816567087
MD,18,No,No,0,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21,1,528.1126432581859
FL,161,Yes,No,0,156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,11.1,9,3.0,2,896.3555511798662
CA,93,No,Yes,36,178.7,134,,178.6,102,15.18,126.8,82,5.71,8.0,4,2.16,2,927.0092771826756
AL,144,No,No,0,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,2,1135.373386000538
WV,95,No,No,0,175.2,91,29.78,244.4,109,20.77,75.8,95,3.41,7.5,2,2.03,1,864.1185590213886
FL,124,,Yes,28,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03,1,917.8840783614772
MI,109,Yes,Yes,26,217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51,0,701.7435865214858
NM,80,No,No,0,206.3,97,35.07,154.9,98,13.17,263.6,82,11.86,12.4,12,3.35,0,801.0658071349843
AK,41,No,No,0,159.3,66,,125.9,75,10.7,261.9,76,11.79,11.1,5,3.0,1,623.2940831758181
OH,136,No,Yes,31,143.1,88,24.33,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08,2,990.9386668876167
KS,143,No,Yes,24,186.6,69,31.72,222.0,116,18.87,234.9,138,10.57,11.6,5,3.13,1,1018.2274287605568
VT,193,No,Yes,17,124.0,102,21.08,202.9,81,17.25,205.1,129,9.23,12.3,3,3.32,1,804.7033157907788
NE,73,No,No,0,198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,14.8,8,4.0,3,972.0431856549437
VA,62,No,No,0,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46,2,764.1579199111975
DE,30,No,Yes,30,217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,6.6,3,1.78,0,621.3627770341345
ID,148,No,Yes,14,93.6,137,,193.8,72,16.47,144.9,84,6.52,17.5,5,4.73,1,919.3422838084807
MS,96,No,No,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2,1092.0474229255478
NM,87,No,No,0,168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,12.9,3,3.48,1,1140.795146080179
WI,41,No,No,0,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9.0,3,2.43,3,715.6348829392133
WV,112,No,No,0,261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,11.6,2,3.13,1,855.3299420759765
KY,122,,Yes,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,7,1027.59423400547
MO,61,No,No,0,45.0,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65,2,512.8919655677723
OK,176,No,No,0,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84,2,814.1749932289665
MI,30,,No,0,227.4,88,,182.5,100,15.51,191.7,134,8.63,12.5,3,3.38,0,628.9417476855449
ID,46,No,No,0,124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,8.6,4,2.32,2,684.0868523687158
NY,47,No,Yes,37,163.5,77,27.8,203.1,102,17.26,232.0,87,10.44,7.8,4,2.11,2,762.5756303354628
AL,77,No,No,0,163.0,112,27.71,219.1,89,18.62,233.4,66,10.5,6.7,3,1.81,2,805.9071289786152
OK,125,No,Yes,36,201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,5.4,3,1.46,1,337.70499836255266
TX,128,,Yes,40,171.2,88,,145.7,109,12.38,196.8,93,8.86,14.0,6,3.78,1,779.1701119518777
UT,190,No,Yes,22,166.5,93,28.31,183.0,92,15.56,121.0,102,5.44,8.5,3,2.3,0,781.0640925098587
NY,59,No,No,0,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,3,2.67,2,962.9087130239552
AL,47,No,Yes,28,141.3,94,24.02,168.0,108,14.28,113.5,84,5.11,7.8,2,2.11,1,662.5356845889559
RI,95,,Yes,27,129.5,106,22.02,248.9,90,21.16,268.0,115,12.06,11.9,3,3.21,1,1088.220026041978
CT,31,No,Yes,31,100.1,54,17.02,246.3,97,20.94,255.0,131,11.48,5.9,3,1.59,0,915.1053159338968
UT,61,Yes,No,0,78.2,103,13.29,195.9,149,16.65,108.0,100,4.86,10.1,6,2.73,2,848.1116430950543
NM,65,No,No,0,148.7,80,,259.0,94,22.02,149.5,107,6.73,12.7,6,3.43,2,992.4924852668468
NE,74,No,Yes,25,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,2,3.54,2,743.4687765298386
NJ,123,No,No,0,159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,12.0,4,3.24,0,1077.481895787809
TX,58,No,Yes,20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1,809.1479550092546
CO,125,No,No,0,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,2,717.8438736002378
RI,53,,Yes,18,146.8,107,24.96,310.0,84,26.35,178.7,130,8.04,7.2,7,1.94,0,1157.843661309915
ID,99,No,No,0,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1,617.0800641230583
CT,66,No,Yes,29,229.4,104,39.0,257.4,84,21.88,231.5,119,10.42,8.0,1,2.16,2,906.9950474182484
ME,97,No,No,0,211.0,76,35.87,189.0,100,16.07,123.0,102,5.54,4.7,4,1.27,3,881.1909871482152
MD,85,Yes,No,0,216.0,73,36.72,188.2,117,16.0,147.1,98,6.62,3.6,7,0.97,2,833.2188648395489
IN,108,No,No,0,293.0,88,,160.6,101,13.65,143.9,87,6.48,10.0,6,2.7,2,540.9425543335961
DE,51,,No,0,181.5,108,,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,870.2379468747847
MN,186,No,Yes,26,74.3,107,,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,2,673.1598700908195
WI,44,Yes,No,0,62.3,92,10.59,275.0,82,23.38,138.7,108,6.24,10.8,3,2.92,1,480.7544665989569
FL,64,No,Yes,31,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9.0,1,2.43,3,1004.1939595820172
SD,114,No,Yes,36,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,1,894.2655863361601
CO,90,No,Yes,30,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,1,986.0511169621336
CT,72,No,Yes,21,186.7,108,,335.0,86,28.48,187.2,119,8.42,16.5,4,4.46,1,1168.702975954212
PA,171,No,Yes,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3,704.3859299952701
ME,165,No,No,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,783.1451404900986
AR,110,No,No,0,55.3,102,,164.7,124,14.0,200.7,108,9.03,10.2,5,2.75,1,545.8672614276549
TX,90,Yes,No,0,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27,1,1034.667211076285
NH,114,,No,0,169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,8,2.0,1,460.6004870043084
AL,109,,No,0,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,2,1087.696961858814
OK,92,No,No,0,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,2,626.9369948491543
ME,82,No,Yes,29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,1083.798321229645
WV,90,No,No,0,205.7,138,,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2,691.0955886026497
HI,87,No,Yes,28,151.4,95,25.74,152.4,97,12.95,250.1,109,11.25,0.0,0,0.0,1,831.7468188791272
MN,124,No,No,0,157.5,70,,130.7,79,11.11,193.4,98,8.7,9.6,4,2.59,3,656.8762568869472
AZ,84,,No,0,159.0,80,,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1,745.5800373971706
OH,75,No,Yes,46,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,6,2.48,0,871.0052156284462
WV,143,No,No,0,202.8,109,,165.8,104,14.09,143.9,71,6.48,4.6,4,1.24,1,642.3423880475866
MI,53,No,No,0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3,1224.6165419127499
RI,129,No,No,0,139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,3.54,0,1078.083589702321
KY,90,No,No,0,193.7,83,32.93,154.2,79,13.11,299.0,60,13.46,12.7,3,3.43,1,722.7457562005476
OR,151,No,No,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4,842.5441816781599
DC,41,,Yes,37,239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,7.3,1,1.97,2,806.2080596469062
UT,48,No,Yes,43,172.0,111,29.24,200.2,64,17.02,233.1,96,10.49,8.0,5,2.16,1,1098.080392813428
VA,153,No,No,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,1,724.6021401502885
KS,163,No,No,0,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,1,895.0520816924629
DC,126,No,No,0,122.4,88,20.81,143.8,111,12.22,157.0,106,7.07,11.5,3,3.11,1,685.8743569297991
DC,126,No,No,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,881.4225578602986
TX,97,No,No,0,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,3,1035.428635993584
DE,87,No,No,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2.0,4,603.5153266569528
VT,97,,No,0,112.7,119,,217.7,109,18.5,152.1,76,6.84,6.5,5,1.76,1,929.8040798119059
TX,140,No,No,0,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0,881.7572991918054
MT,169,No,No,0,100.8,112,17.14,230.0,69,19.55,193.6,95,8.71,9.5,2,2.57,0,875.994841200853
ND,68,No,Yes,22,82.5,97,,289.9,94,24.64,180.0,114,8.1,4.8,4,1.3,3,964.9605093073534
NJ,122,No,Yes,34,146.4,104,24.89,89.7,103,7.62,220.0,91,9.9,15.6,4,4.21,2,639.7574676782873
MO,36,No,No,0,177.9,129,,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,2,903.8334563004167
CO,120,No,Yes,27,153.5,84,26.1,194.0,73,16.49,256.5,94,11.54,10.2,7,2.75,5,652.5951683159524
NC,64,,Yes,19,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,0,648.3029834968772
MT,13,No,Yes,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,1,703.453131902611
DE,106,No,No,0,128.6,83,21.86,134.0,114,11.39,210.6,113,9.48,11.4,2,3.08,0,737.9571007242781
VA,74,No,No,0,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65,1,914.8204383442436
IL,83,No,No,0,195.0,92,33.15,210.5,83,17.89,180.6,92,8.13,11.0,13,2.97,0,880.6166570267962
OK,49,No,No,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,989.3945932131604
CO,111,No,Yes,24,205.5,114,,219.3,99,18.64,215.9,95,9.72,14.0,4,3.78,1,866.8233249998617
MT,50,No,Yes,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,643.2693808933936
ME,88,No,No,0,192.0,91,,127.6,127,10.85,155.6,125,7.0,7.5,5,2.03,1,768.620649181084
WI,131,No,Yes,39,69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,0,588.9702622392074
NY,140,No,No,0,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11,2,952.7545063115538
CT,105,No,No,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1,868.2859950840428
WY,87,No,Yes,22,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,3,2.3,3,584.8310626751472
CA,96,No,Yes,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,815.3299862068006
VA,34,No,No,0,151.0,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,7,2.67,0,690.1364652311175
CO,139,,No,0,138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,2,2.24,1,443.44922750266267
NE,63,No,No,0,211.2,80,,237.7,93,20.2,259.2,58,11.66,12.3,2,3.32,0,1032.697922040333
VT,152,No,No,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2.0,3,834.6178869897936
ND,147,No,No,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,739.6077264310072
OR,120,No,No,0,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2,836.0229865306596
WY,171,No,No,0,231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,1,3.32,1,769.3168127090444
GA,101,,Yes,33,200.1,108,,188.9,122,16.06,205.1,90,9.23,15.5,4,4.19,0,888.8199719712967
IL,151,No,No,0,175.3,106,29.8,144.3,87,12.27,160.2,88,7.21,11.8,5,3.19,0,652.5021535422611
CO,60,No,No,0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3,946.8154093109233
MA,42,No,No,0,241.2,134,41.0,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0,644.9004568249777
IN,84,No,No,0,217.1,99,36.91,236.0,68,20.06,118.3,120,5.32,9.4,4,2.54,1,989.134278138577
NY,65,No,No,0,195.4,110,33.22,181.2,109,15.4,178.5,105,8.03,8.9,4,2.4,0,861.5437293926407
NE,189,No,Yes,38,256.7,98,43.64,150.5,120,12.79,123.0,87,5.54,11.4,3,3.08,3,839.2369567752595
CO,63,No,Yes,32,30.9,113,,187.0,113,15.9,230.8,101,10.39,8.6,7,2.32,1,801.1314514202948
SC,108,No,No,0,187.4,101,,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,1,934.0669528108464
CO,71,No,No,0,277.5,104,47.18,131.8,121,11.2,126.9,101,5.71,8.2,2,2.21,1,831.4347938906026
MS,137,No,No,0,147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,4,2.75,1,855.5500141682545
NE,82,No,No,0,185.8,36,31.59,276.5,134,23.5,192.1,104,8.64,5.7,7,1.54,4,988.3669368160457
MT,96,No,No,0,97.6,98,16.59,105.5,118,8.97,220.2,105,9.91,11.6,9,3.13,1,657.2006902598705
NH,37,No,No,0,206.0,89,35.02,186.0,88,15.81,307.1,86,13.82,8.4,11,2.27,0,881.0684536335643
IA,98,No,No,0,216.8,86,,190.8,114,16.22,187.5,79,8.44,11.0,9,2.97,0,1029.004217725955
WV,121,No,No,0,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,365.3003360595322
RI,94,No,No,0,139.4,95,,159.1,92,13.52,128.2,129,5.77,7.7,3,2.08,0,673.6129823568838
KS,99,No,No,0,191.2,110,,163.9,102,13.93,243.6,114,10.96,14.1,3,3.81,1,902.2184911787433
MT,163,No,Yes,23,160.0,104,27.2,189.4,64,16.1,229.9,118,10.35,10.4,7,2.81,1,756.6967344049457
